vbeffara__RMT4	The Riemann mapping theorem
VCA-EPFL__graphiti	Verified graph rewriting (for dataflow circuits).
VCA-EPFL__leanses	Lean lens implementation with custom notation.
verified-optimization__CvxLean	Convex optimization modeling
Verified-zkEVM__ArkLib	Formally Verified Arguments of Knowledge in Lean
Verified-zkEVM__clean	Lean circuit DSL
Verified-zkEVM__CompPoly	Computable polynomials
Verified-zkEVM__PolyFun	Polynomial functors and interaction trees
Verified-zkEVM__VCVio	A Lean library for machine-checked cryptographic proofs.
Verilean__hesper	Verified GPU programming framework for Lean 4. Write type-safe WebGPU shaders with formal verification, hardware-accelerated matrix ops, and cross-platform support (Metal/Vulkan/D3D12). Build provably correct GPU compute and ML inference engines.
Verilean__lean-tea	A full-stack web and TUI framework inspired by Yesod and Elm.
Verilean__sparkle	A type-safe, formally verifiable HDL compiler in Lean 4. Inspired by Clash, built for high-assurance hardware synthesis.
verse-lab__lean-ssr	LeanSSR: an SSReflect-Like Tactic Language for Lean
verse-lab__Lentil	(at least a useful portion of) Temporal Logic of Actions, a.k.a. TLA in Lean 4
verse-lab__loom	Loom is a framework for automated generation of foundational multi-modal verifiers. This repository is a mirror with stable snapshots. Submit issues and PRs here.
verse-lab__veil	A verifier for automated and interactive proofs about transition systems.
verse-lab__velvet	An auto-active verifier embedded into Lean
vihdzp__combinatorial-games	Combinatorial game theory
vihdzp__rubik-lean4	Lean 4 formalization of Rubik's cubes
vikraman__event-structures	Formalisation of some facts about event structures and reversibility
Vilin97__Clawristotle	OpenClaw-style theorem proving
Vilin97__lean-pool	Lean Pool: an arXiv-like archive of independent Lean 4 formalizations outside Mathlib's scope, kept sorry-free and pinned to current Mathlib by linters and LLM review
vltanh__lean4-analysis-tao	Formalization of "Analysis I" by Terence Tao
VTrelat__BEer	Higher-order encoder for B proof obligations to SMT-LIB 2.7
VTrelat__ZFLean	Set-theoretic development framework
weiran-sun__pde	PDE formalizations
wellecks__llmstep	llmstep: [L]LM proofstep suggestions in Lean 4.
wellecks__ntptutorial	Tutorial on neural theorem proving
Whysoserioushah__BrauerGroup	Brauer groups
willvieira__forestIPM	📦 R package - Bayesian hierarchical Integral Projection Model (IPM) for forest trees in eastern North America
wupr__order-p-q	Classification of groups of order pq
WuProver__groebner_proj	Gröbner basis theory; companions WuProver/MonomialOrderedPolynomial and WuProver/GroebnerTactic
WuProver__MonomialOrderedPolynomial	Monomial ordered polynomial implementation in Lean4
wvhulle__ennreal-arith	Arithmetic tactics for extended non-negative real numbers (ENNReal)
wwylele__PentagonalNumberTheorem	Euler's pentagonal number theorem
YaelDillies__apap	Kelley–Meka bound on Roth numbers
YaelDillies__cam-combi	Cambridge Part II/III graph theory, combinatorics, extremal and probabilistic combinatorics
YaelDillies__chandra-furst-lipton	Formalisation in the Lean theorem prover of the relation between corner-free sets and communication complexity
YaelDillies__forbidden-matrix	Formalisation of forbidden matrix theory
YaelDillies__gibbs-measure	ASCI Summer Research Lean
YaelDillies__mean-fourier	Formalisation of mean Fourier analysis in Lean 4
YaelDillies__misc-yd	Miscellaneous projects I am working on in Lean
YaelDillies__toric	Toric varieties over Mathlib's schemes
yawara__odd-order	Feit–Thompson odd order theorem in Lean 4, with the finite group theory library it required
YellPika__quasi-borel-spaces	Quasi-Borel spaces
yezhuoyang__FormalRV	Formal resource verification of Shor's algorithm.
yezhuoyang__LogicQ	An IR language for fault-tolerant quantum programming
YijunYuan__HarderNarasimhan	Harder–Narasimhan theory
YnirPaz__PCF-Theory	PCF theory
yuma-mizuno__lean-math-workshop	数学系のためのLean勉強会
zengineco__gonzalgo	Write out the declaration graph of a Lean environment, statement dependencies kept apart from proof dependencies, so you can find what a theorem actually rests on.
zer0-star__lean-ac-library	ac-library for lean4
zilberstein__domain-theory	Domain theory
zkcrypto__cryptolib	The cryptography library of Lean 4
zksecurity__bulletproofs-formal-verification	Formal verification of knowledge soundness for Generalized Bulletproofs
znssong__Frucht	Formalization of Frucht's theorem in Lean
